Name,Description,Range,Increment,Value,Read_only
OSD3_CALLSIGN_Y,Vertical position on screen,0 15,,,
OSD3_CURRENT2_EN,Displays 2nd battery current,,,0|1|,
OSD3_CURRENT2_X,Horizontal position on screen,0 29,,,
OSD3_CURRENT2_Y,Vertical position on screen,0 15,,,
OSD3_VTX_PWR_EN,Displays VTX Power,,,0|1|,
OSD3_VTX_PWR_X,Horizontal position on screen,0 29,,,
OSD3_VTX_PWR_Y,Vertical position on screen,0 15,,,
OSD3_TER_HGT_EN,Displays Height above terrain,,,0|1|,
OSD3_TER_HGT_X,Horizontal position on screen,0 29,,,
OSD3_TER_HGT_Y,Vertical position on screen,0 15,,,
OSD3_AVGCELLV_EN,Displays average cell voltage. WARNING: this can be inaccurate if the cell count is not detected or set properly. If the  the battery is far from fully charged the detected cell count might not be accurate if auto cell count detection is used (OSD_CELL_COUNT=0).,,,0|1|,
OSD3_AVGCELLV_X,Horizontal position on screen,0 29,,,
OSD3_AVGCELLV_Y,Vertical position on screen,0 15,,,
OSD3_RESTVOLT_EN,Displays main battery resting voltage,,,0|1|,
OSD3_RESTVOLT_X,Horizontal position on screen,0 29,,,
OSD3_RESTVOLT_Y,Vertical position on screen,0 15,,,
OSD3_FENCE_EN,Displays indication of fence enable and breach,,,0|1|,
OSD3_FENCE_X,Horizontal position on screen,0 29,,,
OSD3_FENCE_Y,Vertical position on screen,0 15,,,
OSD3_RNGF_EN,Displays a rangefinder's distance in cm,,,0|1|,
OSD3_RNGF_X,Horizontal position on screen,0 29,,,
OSD3_RNGF_Y,Vertical position on screen,0 15,,,
OSD3_LINK_Q_EN,Displays Receiver link quality,,,0|1|,
OSD3_LINK_Q_X,Horizontal position on screen,0 29,,,
OSD3_LINK_Q_Y,Vertical position on screen,0 15,,,
OSD4_ENABLE,Enable this screen,,,0|1|,
OSD4_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD4_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD4_ALTITUDE_EN,Enables display of altitude AGL,,,0|1|,
OSD4_ALTITUDE_X,Horizontal position on screen,0 29,,,
OSD4_ALTITUDE_Y,Vertical position on screen,0 15,,,
OSD4_BAT_VOLT_EN,Displays main battery voltage,,,0|1|,
OSD4_BAT_VOLT_X,Horizontal position on screen,0 29,,,
OSD4_BAT_VOLT_Y,Vertical position on screen,0 15,,,
OSD4_RSSI_EN,Displays RC signal strength,,,0|1|,
OSD4_RSSI_X,Horizontal position on screen,0 29,,,
OSD4_RSSI_Y,Vertical position on screen,0 15,,,
OSD4_CURRENT_EN,Displays main battery current,,,0|1|,
OSD4_CURRENT_X,Horizontal position on screen,0 29,,,
OSD4_CURRENT_Y,Vertical position on screen,0 15,,,
OSD4_BATUSED_EN,Displays primary battery mAh consumed,,,0|1|,
OSD4_BATUSED_X,Horizontal position on screen,0 29,,,
OSD4_BATUSED_Y,Vertical position on screen,0 15,,,
OSD4_SATS_EN,Displays number of acquired satellites,,,0|1|,
OSD4_SATS_X,Horizontal position on screen,0 29,,,
OSD4_SATS_Y,Vertical position on screen,0 15,,,
OSD4_FLTMODE_EN,Displays flight mode,,,0|1|,
OSD4_FLTMODE_X,Horizontal position on screen,0 29,,,
OSD4_FLTMODE_Y,Vertical position on screen,0 15,,,
OSD4_MESSAGE_EN,Displays Mavlink messages,,,0|1|,
OSD4_MESSAGE_X,Horizontal position on screen,0 29,,,
OSD4_MESSAGE_Y,Vertical position on screen,0 15,,,
OSD4_GSPEED_EN,Displays GPS ground speed,,,0|1|,
OSD4_GSPEED_X,Horizontal position on screen,0 29,,,
OSD4_GSPEED_Y,Vertical position on screen,0 15,,,
OSD4_HORIZON_EN,Displays artificial horizon,,,0|1|,
OSD4_HORIZON_X,Horizontal position on screen,0 29,,,
OSD4_HORIZON_Y,Vertical position on screen,0 15,,,
OSD4_HOME_EN,Displays distance and relative direction to HOME,,,0|1|,
OSD4_HOME_X,Horizontal position on screen,0 29,,,
OSD4_HOME_Y,Vertical position on screen,0 15,,,
OSD4_HEADING_EN,Displays heading,,,0|1|,
OSD4_HEADING_X,Horizontal position on screen,0 29,,,
OSD4_HEADING_Y,Vertical position on screen,0 15,,,
OSD4_THROTTLE_EN,Displays actual throttle percentage being sent to motor(s),,,0|1|,
OSD4_THROTTLE_X,Horizontal position on screen,0 29,,,
OSD4_THROTTLE_Y,Vertical position on screen,0 15,,,
OSD4_COMPASS_EN,Enables display of compass rose,,,0|1|,
OSD4_COMPASS_X,Horizontal position on screen,0 29,,,
OSD4_COMPASS_Y,Vertical position on screen,0 15,,,
OSD4_WIND_EN,"Displays wind speed and relative direction, on Rover this is the apparent wind speed and direction from the windvane, if fitted",,,0|1|,
OSD4_WIND_X,Horizontal position on screen,0 29,,,
OSD4_WIND_Y,Vertical position on screen,0 15,,,
OSD4_ASPEED_EN,Displays airspeed value being used by TECS (fused value),,,0|1|,
OSD4_ASPEED_X,Horizontal position on screen,0 29,,,
OSD4_ASPEED_Y,Vertical position on screen,0 15,,,
OSD4_VSPEED_EN,Displays climb rate,,,0|1|,
OSD4_VSPEED_X,Horizontal position on screen,0 29,,,
OSD4_VSPEED_Y,Vertical position on screen,0 15,,,
OSD4_ESCTEMP_EN,Displays first esc's temp,,,0|1|,
OSD4_ESCTEMP_X,Horizontal position on screen,0 29,,,
OSD4_ESCTEMP_Y,Vertical position on screen,0 15,,,
OSD4_ESCRPM_EN,Displays first esc's rpm,,,0|1|,
OSD4_ESCRPM_X,Horizontal position on screen,0 29,,,
OSD4_ESCRPM_Y,Vertical position on screen,0 15,,,
OSD4_ESCAMPS_EN,Displays first esc's current,,,0|1|,
OSD4_ESCAMPS_X,Horizontal position on screen,0 29,,,
OSD4_ESCAMPS_Y,Vertical position on screen,0 15,,,
OSD4_GPSLAT_EN,Displays GPS latitude,,,0|1|,
OSD4_GPSLAT_X,Horizontal position on screen,0 29,,,
OSD4_GPSLAT_Y,Vertical position on screen,0 15,,,
OSD4_GPSLONG_EN,Displays GPS longitude,,,0|1|,
OSD4_GPSLONG_X,Horizontal position on screen,0 29,,,
OSD4_GPSLONG_Y,Vertical position on screen,0 15,,,
OSD4_ROLL_EN,Displays degrees of roll from level,,,0|1|,
OSD4_ROLL_X,Horizontal position on screen,0 29,,,
OSD4_ROLL_Y,Vertical position on screen,0 15,,,
OSD4_PITCH_EN,Displays degrees of pitch from level,,,0|1|,
OSD4_PITCH_X,Horizontal position on screen,0 29,,,
OSD4_PITCH_Y,Vertical position on screen,0 15,,,
OSD4_TEMP_EN,Displays temperature reported by primary barometer,,,0|1|,
OSD4_TEMP_X,Horizontal position on screen,0 29,,,
OSD4_TEMP_Y,Vertical position on screen,0 15,,,
OSD4_HDOP_EN,Displays Horizontal Dilution Of Position,,,0|1|,
OSD4_HDOP_X,Horizontal position on screen,0 29,,,
OSD4_HDOP_Y,Vertical position on screen,0 15,,,
OSD4_WAYPOINT_EN,Displays bearing and distance to next waypoint,,,0|1|,
OSD4_WAYPOINT_X,Horizontal position on screen,0 29,,,
OSD4_WAYPOINT_Y,Vertical position on screen,0 15,,,
OSD4_XTRACK_EN,Displays crosstrack error,,,0|1|,
OSD4_XTRACK_X,Horizontal position on screen,0 29,,,
OSD4_XTRACK_Y,Vertical position on screen,0 15,,,
OSD4_DIST_EN,Displays total distance flown,,,0|1|,
OSD4_DIST_X,Horizontal position on screen,0 29,,,
OSD4_DIST_Y,Vertical position on screen,0 15,,,
OSD4_STATS_EN,Displays flight stats,,,0|1|,
OSD4_STATS_X,Horizontal position on screen,0 29,,,
OSD4_STATS_Y,Vertical position on screen,0 15,,,
OSD4_FLTIME_EN,Displays total flight time,,,0|1|,
OSD4_FLTIME_X,Horizontal position on screen,0 29,,,
OSD4_FLTIME_Y,Vertical position on screen,0 15,,,
OSD4_CLIMBEFF_EN,Displays climb efficiency (climb rate/current),,,0|1|,
OSD4_CLIMBEFF_X,Horizontal position on screen,0 29,,,
OSD4_CLIMBEFF_Y,Vertical position on screen,0 15,,,
OSD4_EFF_EN,Displays flight efficiency (mAh/km or /mi),,,0|1|,
OSD4_EFF_X,Horizontal position on screen,0 29,,,
OSD4_EFF_Y,Vertical position on screen,0 15,,,
OSD4_BTEMP_EN,Displays temperature reported by secondary barometer,,,0|1|,
OSD4_BTEMP_X,Horizontal position on screen,0 29,,,
OSD4_BTEMP_Y,Vertical position on screen,0 15,,,
OSD4_ATEMP_EN,Displays temperature reported by primary airspeed sensor,,,0|1|,
OSD4_ATEMP_X,Horizontal position on screen,0 29,,,
OSD4_ATEMP_Y,Vertical position on screen,0 15,,,
OSD4_BAT2_VLT_EN,Displays battery2 voltage,,,0|1|,
OSD4_BAT2_VLT_X,Horizontal position on screen,0 29,,,
OSD4_BAT2_VLT_Y,Vertical position on screen,0 15,,,
OSD4_BAT2USED_EN,Displays secondary battery mAh consumed,,,0|1|,
OSD4_BAT2USED_X,Horizontal position on screen,0 29,,,
OSD4_BAT2USED_Y,Vertical position on screen,0 15,,,
OSD4_ASPD2_EN,Displays airspeed reported directly from secondary airspeed sensor,,,0|1|,
OSD4_ASPD2_X,Horizontal position on screen,0 29,,,
OSD4_ASPD2_Y,Vertical position on screen,0 15,,,
OSD4_ASPD1_EN,Displays airspeed reported directly from primary airspeed sensor,,,0|1|,
OSD4_ASPD1_X,Horizontal position on screen,0 29,,,
OSD4_ASPD1_Y,Vertical position on screen,0 15,,,
OSD4_CLK_EN,Displays a clock panel based on AP_RTC local time,,,0|1|,
OSD4_CLK_X,Horizontal position on screen,0 29,,,
OSD4_CLK_Y,Vertical position on screen,0 15,,,
OSD4_SIDEBARS_EN,Displays artificial horizon side bars,,,0|1|,
OSD4_SIDEBARS_X,Horizontal position on screen,0 29,,,
OSD4_SIDEBARS_Y,Vertical position on screen,0 15,,,
OSD4_CRSSHAIR_EN,Displays artificial horizon crosshair (MSP OSD only),,,0|1|,
OSD4_CRSSHAIR_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD4_CRSSHAIR_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD4_HOMEDIST_EN,Displays distance from HOME (MSP OSD only),,,0|1|,
OSD4_HOMEDIST_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD4_HOMEDIST_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD4_HOMEDIR_EN,Displays relative direction to HOME (MSP OSD only),,,0|1|,
OSD4_HOMEDIR_X,Horizontal position on screen,0 29,,,
OSD4_HOMEDIR_Y,Vertical position on screen,0 15,,,
OSD4_POWER_EN,Displays power (MSP OSD only),,,0|1|,
OSD4_POWER_X,Horizontal position on screen,0 29,,,
OSD4_POWER_Y,Vertical position on screen,0 15,,,
OSD4_CELLVOLT_EN,Displays average cell voltage (MSP OSD only),,,0|1|,
OSD4_CELLVOLT_X,Horizontal position on screen,0 29,,,
OSD4_CELLVOLT_Y,Vertical position on screen,0 15,,,
OSD4_BATTBAR_EN,Displays battery usage bar (MSP OSD only),,,0|1|,
OSD4_BATTBAR_X,Horizontal position on screen,0 29,,,
OSD4_BATTBAR_Y,Vertical position on screen,0 15,,,
OSD4_ARMING_EN,Displays arming status (MSP OSD only),,,0|1|,
OSD4_ARMING_X,Horizontal position on screen,0 29,,,
OSD4_ARMING_Y,Vertical position on screen,0 15,,,
OSD4_PLUSCODE_EN,Displays pluscode (OLC) element,,,0|1|,
OSD4_PLUSCODE_X,Horizontal position on screen,0 29,,,
OSD4_PLUSCODE_Y,Vertical position on screen,0 15,,,
OSD4_CALLSIGN_EN,Displays callsign from callsign.txt on microSD card,,,0|1|,
OSD4_CALLSIGN_X,Horizontal position on screen,0 29,,,
OSD4_CALLSIGN_Y,Vertical position on screen,0 15,,,
OSD4_CURRENT2_EN,Displays 2nd battery current,,,0|1|,
OSD4_CURRENT2_X,Horizontal position on screen,0 29,,,
OSD4_CURRENT2_Y,Vertical position on screen,0 15,,,
OSD4_VTX_PWR_EN,Displays VTX Power,,,0|1|,
OSD4_VTX_PWR_X,Horizontal position on screen,0 29,,,
OSD4_VTX_PWR_Y,Vertical position on screen,0 15,,,
OSD4_TER_HGT_EN,Displays Height above terrain,,,0|1|,
OSD4_TER_HGT_X,Horizontal position on screen,0 29,,,
OSD4_TER_HGT_Y,Vertical position on screen,0 15,,,
OSD4_AVGCELLV_EN,Displays average cell voltage. WARNING: this can be inaccurate if the cell count is not detected or set properly. If the  the battery is far from fully charged the detected cell count might not be accurate if auto cell count detection is used (OSD_CELL_COUNT=0).,,,0|1|,
OSD4_AVGCELLV_X,Horizontal position on screen,0 29,,,
OSD4_AVGCELLV_Y,Vertical position on screen,0 15,,,
OSD4_RESTVOLT_EN,Displays main battery resting voltage,,,0|1|,
OSD4_RESTVOLT_X,Horizontal position on screen,0 29,,,
OSD4_RESTVOLT_Y,Vertical position on screen,0 15,,,
OSD4_FENCE_EN,Displays indication of fence enable and breach,,,0|1|,
OSD4_FENCE_X,Horizontal position on screen,0 29,,,
OSD4_FENCE_Y,Vertical position on screen,0 15,,,
OSD4_RNGF_EN,Displays a rangefinder's distance in cm,,,0|1|,
OSD4_RNGF_X,Horizontal position on screen,0 29,,,
OSD4_RNGF_Y,Vertical position on screen,0 15,,,
OSD4_LINK_Q_EN,Displays Receiver link quality,,,0|1|,
OSD4_LINK_Q_X,Horizontal position on screen,0 29,,,
OSD4_LINK_Q_Y,Vertical position on screen,0 15,,,
OSD5_ENABLE,Enable this screen,,,0|1|,
OSD5_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD5_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD5_SAVE_X,Horizontal position of Save button on screen,0 25,,,
OSD5_SAVE_Y,Vertical position of Save button on screen,0 15,,,
OSD5_PARAM1_EN,Enable setting,,,0|1|,
OSD5_PARAM1_X,Horizontal position on screen,0 29,,,
OSD5_PARAM1_Y,Vertical position on screen,0 15,,,
OSD5_PARAM1_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM1_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM1_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM1_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM1_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM1_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM1_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM2_EN,Enable setting,,,0|1|,
OSD5_PARAM2_X,Horizontal position on screen,0 29,,,
OSD5_PARAM2_Y,Vertical position on screen,0 15,,,
OSD5_PARAM2_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM2_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM2_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM2_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM2_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM2_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM2_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM3_EN,Enable setting,,,0|1|,
OSD5_PARAM3_X,Horizontal position on screen,0 29,,,
OSD5_PARAM3_Y,Vertical position on screen,0 15,,,
OSD5_PARAM3_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM3_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM3_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM3_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM3_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM3_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM3_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM4_EN,Enable setting,,,0|1|,
OSD5_PARAM4_X,Horizontal position on screen,0 29,,,
OSD5_PARAM4_Y,Vertical position on screen,0 15,,,
OSD5_PARAM4_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM4_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM4_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM4_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM4_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM4_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM4_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM5_EN,Enable setting,,,0|1|,
OSD5_PARAM5_X,Horizontal position on screen,0 29,,,
OSD5_PARAM5_Y,Vertical position on screen,0 15,,,
OSD5_PARAM5_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM5_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM5_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM5_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM5_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM5_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM5_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM6_EN,Enable setting,,,0|1|,
OSD5_PARAM6_X,Horizontal position on screen,0 29,,,
OSD5_PARAM6_Y,Vertical position on screen,0 15,,,
OSD5_PARAM6_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM6_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM6_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM6_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM6_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM6_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM6_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM7_EN,Enable setting,,,0|1|,
OSD5_PARAM7_X,Horizontal position on screen,0 29,,,
OSD5_PARAM7_Y,Vertical position on screen,0 15,,,
OSD5_PARAM7_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM7_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM7_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM7_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM7_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM7_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM7_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM8_EN,Enable setting,,,0|1|,
OSD5_PARAM8_X,Horizontal position on screen,0 29,,,
OSD5_PARAM8_Y,Vertical position on screen,0 15,,,
OSD5_PARAM8_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM8_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM8_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM8_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM8_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM8_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM8_TYPE,Type of the parameter to be displayed and modified,,,,
OSD5_PARAM9_EN,Enable setting,,,0|1|,
OSD5_PARAM9_X,Horizontal position on screen,0 29,,,
OSD5_PARAM9_Y,Vertical position on screen,0 15,,,
OSD5_PARAM9_KEY,Key of the parameter to be displayed and modified,,,,
OSD5_PARAM9_IDX,Index of the parameter to be displayed and modified,,,,
OSD5_PARAM9_GRP,Group of the parameter to be displayed and modified,,,,
OSD5_PARAM9_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD5_PARAM9_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD5_PARAM9_INCR,Increment of the parameter to be displayed and modified,,,,
OSD5_PARAM9_TYPE,Type of the parameter to be displayed and modified,,,,
OSD6_ENABLE,Enable this screen,,,0|1|,
OSD6_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD6_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD6_SAVE_X,Horizontal position of Save button on screen,0 25,,,
OSD6_SAVE_Y,Vertical position of Save button on screen,0 15,,,
OSD6_PARAM1_EN,Enable setting,,,0|1|,
OSD6_PARAM1_X,Horizontal position on screen,0 29,,,
OSD6_PARAM1_Y,Vertical position on screen,0 15,,,
OSD6_PARAM1_KEY,Key of the parameter to be displayed and modified,,,,
OSD6_PARAM1_IDX,Index of the parameter to be displayed and modified,,,,
OSD6_PARAM1_GRP,Group of the parameter to be displayed and modified,,,,
OSD6_PARAM1_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD6_PARAM1_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD6_PARAM1_INCR,Increment of the parameter to be displayed and modified,,,,
OSD6_PARAM1_TYPE,Type of the parameter to be displayed and modified,,,,
OSD6_PARAM2_EN,Enable setting,,,0|1|,
OSD6_PARAM2_X,Horizontal position on screen,0 29,,,
OSD6_PARAM2_Y,Vertical position on screen,0 15,,,
OSD6_PARAM2_KEY,Key of the parameter to be displayed and modified,,,,
OSD6_PARAM2_IDX,Index of the parameter to be displayed and modified,,,,
OSD6_PARAM2_GRP,Group of the parameter to be displayed and modified,,,,
OSD6_PARAM2_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD6_PARAM2_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD6_PARAM2_INCR,Increment of the parameter to be displayed and modified,,,,
OSD6_PARAM2_TYPE,Type of the parameter to be displayed and modified,,,,
OSD6_PARAM3_EN,Enable setting,,,0|1|,
OSD6_PARAM3_X,Horizontal position on screen,0 29,,,
OSD6_PARAM3_Y,Vertical position on screen,0 15,,,
OSD6_PARAM3_KEY,Key of the parameter to be displayed and modified,,,,
OSD6_PARAM3_IDX,Index of the parameter to be displayed and modified,,,,
OSD6_PARAM3_GRP,Group of the parameter to be displayed and modified,,,,
OSD6_PARAM3_MIN,Minimum value of the parameter to be displayed and modified,,,,
OSD6_PARAM3_MAX,Maximum of the parameter to be displayed and modified,,,,
OSD6_PARAM3_INCR,Increment of the parameter to be displayed and modified,,,,
OSD6_PARAM3_TYPE,Type of the parameter to be displayed and modified,,,,
OSD6_PARAM4_EN,Enable setting,,,0|1|,
OSD6_PARAM4_X,Horizontal position on screen,0 29,,,
OSD6_PARAM4_Y,Vertical position on screen,0 15,,,
OSD6_PARAM4_KEY,Key of the parameter to be displayed and modified,,,,
OSD6_PARAM4_IDX,Index of the parameter to be displayed and modified,,,,
OSD6_PARAM4_GRP,Group of the parameter to be displayed and modified,,,,
