Name,Description,Range,Increment,Value,Read_only
NTF_LED_OVERRIDE,"Specifies the source for the colours and brightness for the LED.  OutbackChallenge conforms to the MedicalExpress (https://uavchallenge.org/medical-express/) rules, essentially ""Green"" is disarmed (safe-to-approach), ""Red"" is armed (not safe-to-approach). Traffic light is a simplified color set, red when armed, yellow when the safety switch is not surpressing outputs (but disarmed), and green when outputs are surpressed and disarmed, the LED will blink faster if disarmed and failing arming checks.",,,0|1|2|3|,
NTF_DISPLAY_TYPE,This sets up the type of on-board I2C display. Disabled by default.,,,0|1|2|10|,
NTF_OREO_THEME,"Enable/Disable Solo Oreo LED driver, 0 to disable, 1 for Aircraft theme, 2 for Rover theme",,,0|1|2|,
NTF_BUZZ_PIN,Enables to connect active buzzer to arbitrary pin. Requires 3-pin buzzer or additional MOSFET!,,,0|,
NTF_LED_TYPES,Controls what types of LEDs will be enabled,,,,
NTF_BUZZ_ON_LVL,Specifies pin level that indicates buzzer should play,,,0|1|,
NTF_BUZZ_VOLUME,Control the volume of the buzzer,0 100,,,
NTF_LED_LEN,The number of Serial LED's to use for notifications (NeoPixel's and ProfiLED),1 32,,,
OSD_TYPE,"OSD type. TXONLY makes the OSD parameter selection available to other modules even if there is no native OSD support on the board, for instance CRSF.",,,0|1|2|3|4|,
OSD_CHAN,This sets the channel used to switch different OSD screens.,,,0|5|6|7|8|9|10|11|12|13|14|15|16|,
OSD_SW_METHOD,This sets the method used to switch different OSD screens.,,,0|1|2|,
OSD_OPTIONS,This sets options that change the display,,,,
OSD_FONT,This sets which OSD font to use. It is an integer from 0 to the number of fonts available,,,,
OSD_V_OFFSET,Sets vertical offset of the osd inside image,0 31,,,
OSD_H_OFFSET,Sets horizontal offset of the osd inside image,0 63,,,
OSD_W_RSSI,Set level at which RSSI item will flash,0 99,,,
OSD_W_NSAT,Set level at which NSAT item will flash,1 30,,,
OSD_W_BATVOLT,Set level at which BAT_VOLT item will flash,0 100,,,
OSD_UNITS,Sets the units to use in displaying items,,,0|1|2|3|,
OSD_MSG_TIME,Sets message duration seconds,1 20,,,
OSD_ARM_SCR,Screen to be shown on Arm event. Zero to disable the feature.,0 4,,,
OSD_DSARM_SCR,Screen to be shown on disarm event. Zero to disable the feature.,0 4,,,
OSD_FS_SCR,Screen to be shown on failsafe event. Zero to disable the feature.,0 4,,,
OSD_BTN_DELAY,Debounce time in ms for stick commanded parameter navigation.,0 3000,,,
OSD_W_TERR,Set level below which TER_HGT item will flash. -1 disables.,-1 3000,,,
OSD_W_AVGCELLV,Set level at which AVGCELLV item will flash,0 100,,,
OSD_CELL_COUNT,"Used for average cell voltage display. -1 disables, 0 uses cell count autodetection for well charged LIPO/LIION batteries at connection, other values manually select cell count used.",,1,,
OSD_W_RESTVOLT,Set level at which RESTVOLT item will flash,0 100,,,
OSD1_ENABLE,Enable this screen,,,0|1|,
OSD1_CHAN_MIN,This sets the PWM lower limit for this screen,900 2100,,,
OSD1_CHAN_MAX,This sets the PWM upper limit for this screen,900 2100,,,
OSD1_ALTITUDE_EN,Enables display of altitude AGL,,,0|1|,
OSD1_ALTITUDE_X,Horizontal position on screen,0 29,,,
OSD1_ALTITUDE_Y,Vertical position on screen,0 15,,,
OSD1_BAT_VOLT_EN,Displays main battery voltage,,,0|1|,
OSD1_BAT_VOLT_X,Horizontal position on screen,0 29,,,
OSD1_BAT_VOLT_Y,Vertical position on screen,0 15,,,
OSD1_RSSI_EN,Displays RC signal strength,,,0|1|,
OSD1_RSSI_X,Horizontal position on screen,0 29,,,
OSD1_RSSI_Y,Vertical position on screen,0 15,,,
OSD1_CURRENT_EN,Displays main battery current,,,0|1|,
OSD1_CURRENT_X,Horizontal position on screen,0 29,,,
OSD1_CURRENT_Y,Vertical position on screen,0 15,,,
OSD1_BATUSED_EN,Displays primary battery mAh consumed,,,0|1|,
OSD1_BATUSED_X,Horizontal position on screen,0 29,,,
OSD1_BATUSED_Y,Vertical position on screen,0 15,,,
OSD1_SATS_EN,Displays number of acquired satellites,,,0|1|,
OSD1_SATS_X,Horizontal position on screen,0 29,,,
OSD1_SATS_Y,Vertical position on screen,0 15,,,
OSD1_FLTMODE_EN,Displays flight mode,,,0|1|,
OSD1_FLTMODE_X,Horizontal position on screen,0 29,,,
OSD1_FLTMODE_Y,Vertical position on screen,0 15,,,
OSD1_MESSAGE_EN,Displays Mavlink messages,,,0|1|,
OSD1_MESSAGE_X,Horizontal position on screen,0 29,,,
OSD1_MESSAGE_Y,Vertical position on screen,0 15,,,
OSD1_GSPEED_EN,Displays GPS ground speed,,,0|1|,
OSD1_GSPEED_X,Horizontal position on screen,0 29,,,
OSD1_GSPEED_Y,Vertical position on screen,0 15,,,
OSD1_HORIZON_EN,Displays artificial horizon,,,0|1|,
OSD1_HORIZON_X,Horizontal position on screen,0 29,,,
OSD1_HORIZON_Y,Vertical position on screen,0 15,,,
OSD1_HOME_EN,Displays distance and relative direction to HOME,,,0|1|,
OSD1_HOME_X,Horizontal position on screen,0 29,,,
OSD1_HOME_Y,Vertical position on screen,0 15,,,
OSD1_HEADING_EN,Displays heading,,,0|1|,
OSD1_HEADING_X,Horizontal position on screen,0 29,,,
OSD1_HEADING_Y,Vertical position on screen,0 15,,,
OSD1_THROTTLE_EN,Displays actual throttle percentage being sent to motor(s),,,0|1|,
OSD1_THROTTLE_X,Horizontal position on screen,0 29,,,
OSD1_THROTTLE_Y,Vertical position on screen,0 15,,,
OSD1_COMPASS_EN,Enables display of compass rose,,,0|1|,
OSD1_COMPASS_X,Horizontal position on screen,0 29,,,
OSD1_COMPASS_Y,Vertical position on screen,0 15,,,
OSD1_WIND_EN,"Displays wind speed and relative direction, on Rover this is the apparent wind speed and direction from the windvane, if fitted",,,0|1|,
OSD1_WIND_X,Horizontal position on screen,0 29,,,
OSD1_WIND_Y,Vertical position on screen,0 15,,,
OSD1_ASPEED_EN,Displays airspeed value being used by TECS (fused value),,,0|1|,
OSD1_ASPEED_X,Horizontal position on screen,0 29,,,
OSD1_ASPEED_Y,Vertical position on screen,0 15,,,
OSD1_VSPEED_EN,Displays climb rate,,,0|1|,
OSD1_VSPEED_X,Horizontal position on screen,0 29,,,
OSD1_VSPEED_Y,Vertical position on screen,0 15,,,
OSD1_ESCTEMP_EN,Displays first esc's temp,,,0|1|,
OSD1_ESCTEMP_X,Horizontal position on screen,0 29,,,
OSD1_ESCTEMP_Y,Vertical position on screen,0 15,,,
OSD1_ESCRPM_EN,Displays first esc's rpm,,,0|1|,
OSD1_ESCRPM_X,Horizontal position on screen,0 29,,,
OSD1_ESCRPM_Y,Vertical position on screen,0 15,,,
OSD1_ESCAMPS_EN,Displays first esc's current,,,0|1|,
OSD1_ESCAMPS_X,Horizontal position on screen,0 29,,,
OSD1_ESCAMPS_Y,Vertical position on screen,0 15,,,
OSD1_GPSLAT_EN,Displays GPS latitude,,,0|1|,
OSD1_GPSLAT_X,Horizontal position on screen,0 29,,,
OSD1_GPSLAT_Y,Vertical position on screen,0 15,,,
OSD1_GPSLONG_EN,Displays GPS longitude,,,0|1|,
OSD1_GPSLONG_X,Horizontal position on screen,0 29,,,
OSD1_GPSLONG_Y,Vertical position on screen,0 15,,,
OSD1_ROLL_EN,Displays degrees of roll from level,,,0|1|,
OSD1_ROLL_X,Horizontal position on screen,0 29,,,
OSD1_ROLL_Y,Vertical position on screen,0 15,,,
OSD1_PITCH_EN,Displays degrees of pitch from level,,,0|1|,
OSD1_PITCH_X,Horizontal position on screen,0 29,,,
OSD1_PITCH_Y,Vertical position on screen,0 15,,,
OSD1_TEMP_EN,Displays temperature reported by primary barometer,,,0|1|,
OSD1_TEMP_X,Horizontal position on screen,0 29,,,
OSD1_TEMP_Y,Vertical position on screen,0 15,,,
OSD1_HDOP_EN,Displays Horizontal Dilution Of Position,,,0|1|,
OSD1_HDOP_X,Horizontal position on screen,0 29,,,
OSD1_HDOP_Y,Vertical position on screen,0 15,,,
OSD1_WAYPOINT_EN,Displays bearing and distance to next waypoint,,,0|1|,
OSD1_WAYPOINT_X,Horizontal position on screen,0 29,,,
OSD1_WAYPOINT_Y,Vertical position on screen,0 15,,,
OSD1_XTRACK_EN,Displays crosstrack error,,,0|1|,
OSD1_XTRACK_X,Horizontal position on screen,0 29,,,
OSD1_XTRACK_Y,Vertical position on screen,0 15,,,
OSD1_DIST_EN,Displays total distance flown,,,0|1|,
OSD1_DIST_X,Horizontal position on screen,0 29,,,
OSD1_DIST_Y,Vertical position on screen,0 15,,,
OSD1_STATS_EN,Displays flight stats,,,0|1|,
OSD1_STATS_X,Horizontal position on screen,0 29,,,
OSD1_STATS_Y,Vertical position on screen,0 15,,,
OSD1_FLTIME_EN,Displays total flight time,,,0|1|,
OSD1_FLTIME_X,Horizontal position on screen,0 29,,,
OSD1_FLTIME_Y,Vertical position on screen,0 15,,,
OSD1_CLIMBEFF_EN,Displays climb efficiency (climb rate/current),,,0|1|,
OSD1_CLIMBEFF_X,Horizontal position on screen,0 29,,,
OSD1_CLIMBEFF_Y,Vertical position on screen,0 15,,,
OSD1_EFF_EN,Displays flight efficiency (mAh/km or /mi),,,0|1|,
OSD1_EFF_X,Horizontal position on screen,0 29,,,
OSD1_EFF_Y,Vertical position on screen,0 15,,,
OSD1_BTEMP_EN,Displays temperature reported by secondary barometer,,,0|1|,
OSD1_BTEMP_X,Horizontal position on screen,0 29,,,
OSD1_BTEMP_Y,Vertical position on screen,0 15,,,
OSD1_ATEMP_EN,Displays temperature reported by primary airspeed sensor,,,0|1|,
OSD1_ATEMP_X,Horizontal position on screen,0 29,,,
OSD1_ATEMP_Y,Vertical position on screen,0 15,,,
OSD1_BAT2_VLT_EN,Displays battery2 voltage,,,0|1|,
OSD1_BAT2_VLT_X,Horizontal position on screen,0 29,,,
OSD1_BAT2_VLT_Y,Vertical position on screen,0 15,,,
OSD1_BAT2USED_EN,Displays secondary battery mAh consumed,,,0|1|,
OSD1_BAT2USED_X,Horizontal position on screen,0 29,,,
OSD1_BAT2USED_Y,Vertical position on screen,0 15,,,
OSD1_ASPD2_EN,Displays airspeed reported directly from secondary airspeed sensor,,,0|1|,
OSD1_ASPD2_X,Horizontal position on screen,0 29,,,
OSD1_ASPD2_Y,Vertical position on screen,0 15,,,
OSD1_ASPD1_EN,Displays airspeed reported directly from primary airspeed sensor,,,0|1|,
OSD1_ASPD1_X,Horizontal position on screen,0 29,,,
OSD1_ASPD1_Y,Vertical position on screen,0 15,,,
OSD1_CLK_EN,Displays a clock panel based on AP_RTC local time,,,0|1|,
OSD1_CLK_X,Horizontal position on screen,0 29,,,
OSD1_CLK_Y,Vertical position on screen,0 15,,,
OSD1_SIDEBARS_EN,Displays artificial horizon side bars,,,0|1|,
OSD1_SIDEBARS_X,Horizontal position on screen,0 29,,,
OSD1_SIDEBARS_Y,Vertical position on screen,0 15,,,
OSD1_CRSSHAIR_EN,Displays artificial horizon crosshair (MSP OSD only),,,0|1|,
OSD1_CRSSHAIR_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD1_CRSSHAIR_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD1_HOMEDIST_EN,Displays distance from HOME (MSP OSD only),,,0|1|,
OSD1_HOMEDIST_X,Horizontal position on screen (MSP OSD only),0 29,,,
OSD1_HOMEDIST_Y,Vertical position on screen (MSP OSD only),0 15,,,
OSD1_HOMEDIR_EN,Displays relative direction to HOME (MSP OSD only),,,0|1|,
OSD1_HOMEDIR_X,Horizontal position on screen,0 29,,,
OSD1_HOMEDIR_Y,Vertical position on screen,0 15,,,
OSD1_POWER_EN,Displays power (MSP OSD only),,,0|1|,
OSD1_POWER_X,Horizontal position on screen,0 29,,,
OSD1_POWER_Y,Vertical position on screen,0 15,,,
OSD1_CELLVOLT_EN,Displays average cell voltage (MSP OSD only),,,0|1|,
OSD1_CELLVOLT_X,Horizontal position on screen,0 29,,,
OSD1_CELLVOLT_Y,Vertical position on screen,0 15,,,
OSD1_BATTBAR_EN,Displays battery usage bar (MSP OSD only),,,0|1|,
OSD1_BATTBAR_X,Horizontal position on screen,0 29,,,
OSD1_BATTBAR_Y,Vertical position on screen,0 15,,,
OSD1_ARMING_EN,Displays arming status (MSP OSD only),,,0|1|,
OSD1_ARMING_X,Horizontal position on screen,0 29,,,
OSD1_ARMING_Y,Vertical position on screen,0 15,,,
OSD1_PLUSCODE_EN,Displays pluscode (OLC) element,,,0|1|,
OSD1_PLUSCODE_X,Horizontal position on screen,0 29,,,
OSD1_PLUSCODE_Y,Vertical position on screen,0 15,,,
OSD1_CALLSIGN_EN,Displays callsign from callsign.txt on microSD card,,,0|1|,
OSD1_CALLSIGN_X,Horizontal position on screen,0 29,,,
OSD1_CALLSIGN_Y,Vertical position on screen,0 15,,,
OSD1_CURRENT2_EN,Displays 2nd battery current,,,0|1|,
OSD1_CURRENT2_X,Horizontal position on screen,0 29,,,
OSD1_CURRENT2_Y,Vertical position on screen,0 15,,,
OSD1_VTX_PWR_EN,Displays VTX Power,,,0|1|,
OSD1_VTX_PWR_X,Horizontal position on screen,0 29,,,
OSD1_VTX_PWR_Y,Vertical position on screen,0 15,,,
OSD1_TER_HGT_EN,Displays Height above terrain,,,0|1|,
OSD1_TER_HGT_X,Horizontal position on screen,0 29,,,
OSD1_TER_HGT_Y,Vertical position on screen,0 15,,,
OSD1_AVGCELLV_EN,Displays average cell voltage. WARNING: this can be inaccurate if the cell count is not detected or set properly. If the  the battery is far from fully charged the detected cell count might not be accurate if auto cell count detection is used (OSD_CELL_COUNT=0).,,,0|1|,
OSD1_AVGCELLV_X,Horizontal position on screen,0 29,,,
OSD1_AVGCELLV_Y,Vertical position on screen,0 15,,,
OSD1_RESTVOLT_EN,Displays main battery resting voltage,,,0|1|,
