Name,Description,Range,Default
PWM_EXTRA_DIS6,This is the PWM pulse the autopilot is outputting if not armed. When set to -1 the value for PWM_EXTRA_DISARM will be used,-1 2150,-1
PWM_EXTRA_DIS7,This is the PWM pulse the autopilot is outputting if not armed. When set to -1 the value for PWM_EXTRA_DISARM will be used,-1 2150,-1
PWM_EXTRA_DIS8,This is the PWM pulse the autopilot is outputting if not armed. When set to -1 the value for PWM_EXTRA_DISARM will be used,-1 2150,-1
PWM_EXTRA_DISARM,This is the PWM pulse the autopilot is outputting if not armed. The main use of this parameter is to silence ESCs when they are disarmed.,0 2200,1500
PWM_EXTRA_FAIL1,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL2,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL3,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL4,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL5,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL6,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL7,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_FAIL8,This is the PWM pulse the autopilot is outputting if in failsafe mode. When set to -1 the value is set automatically depending if the actuator is a motor (900us) or a servo (1500us),0 2150,0
PWM_EXTRA_MAX,Set to 2000 for industry default or 2100 to increase servo travel.,1600 2200,2000
PWM_EXTRA_MAX1,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX2,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX3,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX4,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX5,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX6,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX7,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MAX8,This is the maximum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MAX will be used,-1 2150,-1
PWM_EXTRA_MIN,Set to 1000 for industry default or 900 to increase servo travel.,800 1400,1000
PWM_EXTRA_MIN1,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN2,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN3,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN4,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN5,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN6,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN7,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_MIN8,This is the minimum PWM pulse the autopilot is allowed to output. When set to -1 the value for PWM_EXTRA_MIN will be used,-1 1600,-1
PWM_EXTRA_RATE,Set to 400 for industry default or 1000 for high frequency ESCs. Set to 0 for Oneshot125.,-1 2000,50
PWM_EXTRA_RATE1,Set the default PWM output frequency for the main outputs,0 400,50
PWM_EXTRA_REV1,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV2,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV3,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV4,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV5,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV6,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV7,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_REV8,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_EXTRA_TRIM1,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM2,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM3,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM4,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM5,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM6,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM7,Set to normalized offset,-0.2 0.2,0
PWM_EXTRA_TRIM8,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_DISARM,This is the PWM pulse the autopilot is outputting if not armed. The main use of this parameter is to silence ESCs when they are disarmed.,0 2200,900
PWM_MAIN_MAX,Set to 2000 for industry default or 2100 to increase servo travel.,1600 2200,2000
PWM_MAIN_MIN,Set to 1000 for industry default or 900 to increase servo travel.,800 1400,1000
PWM_MAIN_OUT,"Number representing the channels e.g. 134 - Channel 1, 3 and 4. Global e.g. PWM_MAIN_MIN/MAX/DISARM limits only apply to these channels.",0 123456789,0
PWM_MAIN_RATE,Set to 400 for industry default or 1000 for high frequency ESCs. Set to 0 for Oneshot125.,-1 2000,400
PWM_MAIN_RATE1,Set the default PWM output frequency for the main outputs,0 400,50
PWM_MAIN_REV1,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV10,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV11,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV12,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV13,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV14,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV2,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV3,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV4,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV5,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV6,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV7,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV8,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_REV9,"Enable to invert the channel. Warning: Use this parameter when connected to a servo only. For a brushless motor, invert manually two phases to reverse the direction.",,0
PWM_MAIN_TRIM1,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM10,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM11,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM12,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM13,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM14,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM2,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM3,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM4,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM5,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM6,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM7,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM8,Set to normalized offset,-0.2 0.2,0
PWM_MAIN_TRIM9,Set to normalized offset,-0.2 0.2,0
THR_MDL_FAC,"Parameter used to model the nonlinear relationship between motor control signal (e.g. PWM) and static thrust. The model is: rel_thrust = factor * rel_signal^2 + (1-factor) * rel_signal, where rel_thrust is the normalized thrust between 0 and 1, and rel_signal is the relative motor control signal between 0 and 1.",0.0 1.0,0.0
PLD_BTOUT,Time after which the landing target is considered lost without any new measurements.,0.0 50,5.0
PLD_FAPPR_ALT,Allow final approach (without horizontal positioning) if losing landing target closer than this to the ground.,0.0 10,0.1
PLD_HACC_RAD,Start descending if closer above landing target than this.,0.0 10,0.2
PLD_MAX_SRCH,Maximum number of times to search for the landing target if it is lost during the precision landing.,0 100,3
PLD_SRCH_ALT,Altitude above home to which to climb when searching for the landing target.,0.0 100,10.0
PLD_SRCH_TOUT,Time allowed to search for the landing target before falling back to normal landing.,0.0 100,10.0
RC10_DZ,The +- range of this value around the trim value will be considered as zero.,0.0 100.0,0.0
RC10_MAX,Maximum value for this channel.,1500.0 2200.0,2000
RC10_MIN,Minimum value for this channel.,800.0 1500.0,1000
RC10_REV,Set to -1 to reverse channel.,-1.0 1.0,1.0
RC10_TRIM,Mid point value (has to be set to the same as min for throttle channel).,800.0 2200.0,1500
RC11_DZ,The +- range of this value around the trim value will be considered as zero.,0.0 100.0,0.0
RC11_MAX,Maximum value for this channel.,1500.0 2200.0,2000
RC11_MIN,Minimum value for this channel.,800.0 1500.0,1000
RC11_REV,Set to -1 to reverse channel.,-1.0 1.0,1.0
RC11_TRIM,Mid point value (has to be set to the same as min for throttle channel).,800.0 2200.0,1500
RC12_DZ,The +- range of this value around the trim value will be considered as zero.,0.0 100.0,0.0
RC12_MAX,Maximum value for this channel.,1500.0 2200.0,2000
RC12_MIN,Minimum value for this channel.,800.0 1500.0,1000
RC12_REV,Set to -1 to reverse channel.,-1.0 1.0,1.0
RC12_TRIM,Mid point value (has to be set to the same as min for throttle channel).,800.0 2200.0,1500
RC13_DZ,The +- range of this value around the trim value will be considered as zero.,0.0 100.0,0.0
RC13_MAX,Maximum value for this channel.,1500.0 2200.0,2000
RC13_MIN,Minimum value for this channel.,800.0 1500.0,1000
RC13_REV,Set to -1 to reverse channel.,-1.0 1.0,1.0
RC13_TRIM,Mid point value (has to be set to the same as min for throttle channel).,800.0 2200.0,1500
RC14_DZ,The +- range of this value around the trim value will be considered as zero.,0.0 100.0,0.0
RC14_MAX,Maximum value for this channel.,1500.0 2200.0,2000
